%	%
%/min	%/min
rad	Rad
s	sec
s.kPa	s*kPa
s/h	s/h
u	amu
uCi	uCi
uCi/kg	uCi/kg
uL	uL
uS	uSiemens
uU/mL	mU/L
uV	uV
uV.s	uV*sec
u[IU]/mL/(mg/m2)	uIU/mL/(mg/m2)
u[IU]/mL/(ug/d)	mIU/mL/(mg/day)
u[IU]/mL/(ug/kg)	mIU/mL/(mg/kg)
u[IU]/mL/(ug/kg/d)	mIU/mL/(mg/kg/day)
u[IU]/mL/g	mIU/mL/kg
u[IU]/mL/mg	IU/mL/kg
u[IU]/mL/ug	IU/mL/g
u[iU]/mL/(mg/d)	uIU/mL/(mg/day)
u[iU]/mL/(ug/m2)	mIU/mL/(mg/m2)
u[iU]/mL/g	mIU/mL/kg
u[iU]/mL/mg	IU/mL/kg
ueq	uEq
ug	ug
ug.eq	ugEq
ug/24.h	ug/day
ug/cm2	ug/cm2
ug/d	ug/day
ug/g/d	ug/g/day
ug/g/h	ug/g/h
ug/g/min	ug/g/min
ug/h	ug/h
ug/kg	pg/mg
ug/kg/d	ug/kg/day
ug/kg/h	ug/kg/h
ug/kg/min	ug/kg/min
ug/m2	ug/m2
ug/m2/d	ug/m2/day
ug/m2/h	ug/m2/h
ug/m2/min	ug/m2/min
ug/mL/(mg/d)	ng/mL/(ug/day)
ug/mL/(mg/kg)	ug/mL/(mg/kg)
ug/mL/(mg/kg/d)	ug/mL/(mg/kg/day)
ug/mL/(mg/m2)	ng/mL/(ug/m2)
ug/mL/(mg/m2/d)	ng/mL/(ug/m2/day)
ug/mL/(ug/d)	mg/mL/(mg/day)
ug/mL/(ug/kg)	mg/mL/(mg/kg)
ug/mL/(ug/m2/d)	mg/mL/(mg/m2/day)
ug/mL/g	ng/mL/mg
ug/mL/h	ug/mL/h
ug/mL/m2	ug/mL/m2
ug/mL/mg	ug/mL/mg
ug/mL/ug	g/mL/g
ug/min	ug/min
ug/{animal}	ug/animal
ug/{dose}	ug/dose
ukat	ukat
ukat/10^12.{RBC}	ukat/10^12 RBC
ukat/L	ukat/L
um	um
um/d	um/day
um2	um2
umol	umol
umol/24.h	umol/day
umol/L	umol/L
umol/L/(mg/kg)	nmol/L/(ug/kg)
umol/L/(mg/m2)	nmol/L/(ug/m2)
umol/L/(ug/d)	mmol/L/(mg/day)
umol/L/(ug/kg/d)	mmol/L/(mg/kg/day)
umol/L/(ug/m2/d)	mmol/L/(mg/m2/day)
umol/L/g	pmol/L/ug
umol/L/kg	nmol/L/g
umol/L/m2	umol/L/m2
umol/L/mg	mmol/L/g
umol/L/min	umol/L/min
umol/L/ug	mmol/L/mg
umol/d	umol/day
umol/dL	umol/dL
umol/h	umol/h
umol/h/mmol	umol/h/mmol
umol/kg/min	umol/kg/min
umol/mg/min	umol/mg/min
umol/min	umol/min
umol/mol	umol/mol
uosm	uOsM
us	usec
wk	WEEKS
{AFU}	AFU
{AMPULE}	AMPULE
{APPLICATION}	APPLICATION
{AU}/mL	AU/mL
{Absorbance U}	Absorbance U
{Absorbance U}/min	Absorbance U/min
{AgU}/mL	AgU/mL
{Anson U}	Anson U
{Antibody Unit}	Antibody Unit
{BAG}	BAG
{BEAM BREAKS}	BEAM BREAKS
{BISCUIT}	BISCUIT
{BLOCKS}	BLOCKS
{BP}	BP
{BREATHS}/min	breaths/min
{Bar}	BAR
{Bolus}	BOLUS
{Bottle}	BOTTLE
{Box}	BOX
{CAPLET}	CAPLET
{CAPSULE}	CAPSULE
{CARTRIDGE}	CARTRIDGE
{COAT}	COAT
{CONTAINER}	CONTAINER
{CUP}	CUP
{CYLINDER}	CYLINDER
{Can}	CAN
{Capful}	CAPFUL
{Cigarette}	CIGARETTE
{Cigar}	CIGAR
{DISK}	DISK
{DROP}	DROP
{DRUM}	DRUM
{Disintegrations}/min	DPM
{Disintegrations}/min/(1/2).mL	dpm/0.5 mL
{EIA unit}	EIA unit
{EVENTS}	EVENTS
{Ejaculate U}	Ejaculate U
{FINGERTIP}	FINGERTIP UNIT
{Frames}/s	Frames/s
{GLOBULE}	GLOBULE
{Gravitational Unit}	Gravitational Unit
{HEP}	HEP
{HOMEOPATHIC DILUTION}	HOMEOPATHIC DILUTION
{INHALATION}	INHALATION
{Implant}	IMPLANT
{Jar}	JAR
{KIT}	KIT
{Kallikrein Inhibitor}	KALLIKREIN INHIBITOR UNIT
{Linear ft*LB}	Linear ft*LB
{Lozenge}	LOZENGE
{MAC50}	MAC50
{MESF}	MESF
{MFI}	MFI
{NEBULE}	NEBULE
{NEEDLE GAUGE}	NEEDLE GAUGE
{NIU}	NIU
{OD Unit}	OD Unit
{OI50}	OI50
{PACKAGE}	PACKAGE
{PACKET}	PACKET
{PELLET}	PELLET
{PFU}	PFU
{PHERESIS UNIT}	PHERESIS UNIT
{PIXELS}/[in_i]	PIXELS/in
{PIXELS}/cm	PIXELS/cm
{PIXEL}	PIXEL
{POINT}	POINT
{PRESSOR}	PRESSOR UNITS
{Pack Year}	Pack Year
{Pack}	PACK
{Patch}	PATCH
{Pipe}	PIPE
{Pixel}/[in_i]	PIXELS/in
{Pixel}/cm	PIXELS/cm
{Pouch}	POUCH
{Puff}	PUFF
{QUANTITY SUFFICIENT}	QUANTITY SUFFICIENT
{RFU}	RFU
{RNA copies}/mL	RNA copies/mL
{Ratio}	RATIO
{Revolution}/min	rpm
{Ring}	RING
{SCOOPFUL}	SCOOPFUL
{SFC}/10^6.{PBMC}	SFC/10^6 PBMC
{SHOCK WAVE}	Shock Wave
{STEP}	STEPS
{SUPPOSITORY}	SUPPOSITORY
{Sachet}	SACHET
{Spray}	SPRAY
{Strip}	STRIP
{Syringe}	SYRINGE
{TAMPON}	TAMPON
{TRANSDUCING UNIT}	TRANSDUCING UNIT
{TUBE}	TUBE
{Tablet}	TABLET
{Torr}	Torr
{Troche}	TROCHE
{U.CARR}	U.CARR
{Unit}	U
{Unit}/L	U/L
{Unit}/cL	U/cL
{Unit}/dL	U/dL
{Unit}/g	U/g
{Unit}/g/d	U/g/day
{Unit}/g/h	U/g/h
{Unit}/g/min	U/g/min
{Unit}/kg	U/kg
{Unit}/kg/d	U/kg/day
{Unit}/kg/h	U/kg/h
{Unit}/kg/min	U/kg/min
{Unit}/m2	U/m2
{Unit}/m2/d	U/m2/day
{Unit}/m2/h	U/m2/h
{Unit}/m2/min	U/m2/min
{Unit}/mL	U/mL
{Unit}/mg	U/mg
{Unit}/mmol	U/mmol
{Unit}/{animal}	U/animal
{U}	U
{U}/L	U/L
{U}/dL	U/dL
{U}/g	U/g
{U}/g/d	U/g/day
{U}/g/h	U/g/h
{U}/g/min	U/g/min
{U}/kg	U/kg
{U}/kg/d	U/kg/day
{U}/kg/h	U/kg/h
{U}/kg/min	U/kg/min
{U}/m2	U/m2
{U}/m2/d	U/m2/day
{U}/m2/h	U/m2/h
{U}/m2/min	U/m2/min
{U}/mL	U/mL
{U}/mg	U/mg
{U}/mmol	U/mmol
{U}/{animal}	U/animal
{VIAL}	VIAL
{VIRTUAL PIXEL}	VIRTUAL PIXEL
{VOXEL}	VOXEL
{Wafer}	WAFER
{anti-Xa IU}	anti-Xa IU
{anti-Xa IU}/mL	anti-Xa IU/mL
{beats}/min	beats/min
{copies}/ug	copies/ug
{counts}/min	cpm
{cycle}/min	cycle/min
{cycle}/s	Hz
{cy}/cm	cy/cm
{disintegrations}/min/10^2.mg	dpm/100mg
{disintegrations}/min/mg	dpm/mg
{fraction of 1}	fraction of 1
{kDa}	kDa
{mMU}/mL	mMU/mL
{mmAL}	mmAL
{nUnit}/cL	nU/cL
{nU}/cL	nU/cL
{nmolBCE}/L	nmol BCE/L
{nmolBCE}/mmol	nmol BCE/mmol
{nmolBCE}/nmol	nmol BCE/nmol
{scm}	scm
{tbl}	TABLET
{titer}	titer
{trace}	TRACE
{v/v}	v/v
{vg}/{dose}	vg/dose
{vp}/{dose}	vp/dose
(L/d)/kg	(L/day)/kg
(mL/d)/kg	(mL/day)/kg
L/(mg/d)	L/(mg/day)
L/(ug/d)	L/(ug/day)
d.ng/mL/ug	day*g/mL/kg
d.ug/mL/mg	day*g/mL/kg
/2000.{RBC}	/2000 RBC
/2500.{WBC}	/2500 WBC
/4.mL	/4.0 mL
/500.{WBC}	/500 WBC
h.umol/L/ug	h*mol/L/g
uL/kg/d	uL/kg/day
[IU]/mL	IU/mL
